,joblinks
66,https://de.linkedin.com/jobs/view/business-analyst-retail-processes-at-new-yorker-3777563631?refId=X5faUrmWg39fHSLQa234Ag%3D%3D&trackingId=XsZNWewNGNe11%2FJXutmxPA%3D%3D&position=23&pageNum=2&trk=public_jobs_jserp-result_search-card
67,https://de.linkedin.com/jobs/view/senior-data-analyst-all-genders-acquisition-at-urban-sports-club-3803100691?refId=X5faUrmWg39fHSLQa234Ag%3D%3D&trackingId=w6yPfGtzAVWWbp%2Fz7idKDw%3D%3D&position=24&pageNum=2&trk=public_jobs_jserp-result_search-card
68,https://de.linkedin.com/jobs/view/business-analyst-m-w-d-at-cbtw-3802694525?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=9UEhu2p1NJqfZxs%2FKfVbGg%3D%3D&position=1&pageNum=3&trk=public_jobs_jserp-result_search-card
69,https://de.linkedin.com/jobs/view/business-analyst-m-w-d-at-cbtw-3802864062?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=5ewIkOJurlNRjkVsmxiKPA%3D%3D&position=2&pageNum=3&trk=public_jobs_jserp-result_search-card
70,https://de.linkedin.com/jobs/view/business-data-analyst-w-m-d-at-robert-half-3792176156?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=gpt4VAJ7Pr0wCU0iSNryBA%3D%3D&position=3&pageNum=3&trk=public_jobs_jserp-result_search-card
71,https://de.linkedin.com/jobs/view/business-analyst-m-w-d-100%25-remote-at-publicplan-gmbh-3801936372?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=EIqXkcFna4568D933ELYvA%3D%3D&position=4&pageNum=3&trk=public_jobs_jserp-result_search-card
72,https://de.linkedin.com/jobs/view/duales-studium-mediendesign-b-a-am-campus-oder-online-at-iu-internationale-hochschule-3802370420?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=jQVDIMstMEbJDrrCMkvZPw%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card
73,https://de.linkedin.com/jobs/view/business-analyst-dubai-uae-at-cobblestone-energy-3780712045?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=eWX9UdrVJLYJPNZkv6wZ9g%3D%3D&position=6&pageNum=3&trk=public_jobs_jserp-result_search-card
74,https://de.linkedin.com/jobs/view/performance-marketing-analyst-m-w-d-at-myne-3789059410?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=idO2aaKfGq9W%2FdcH0DCSvA%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card
75,https://de.linkedin.com/jobs/view/business-intelligence-data-analyst-at-maximon-the-longevity-company-builder-3788415610?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=Dd4fu%2FR6pwyMDJkVYSmxPg%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card
76,https://de.linkedin.com/jobs/view/commercial-insights-analyst-m-w-d-at-dr-kade-health-care-2726484396?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=oCZi0whZUV1g4NLdmh8Vxg%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card
77,https://de.linkedin.com/jobs/view/senior-business-analyst-in-digitalisierung-baumanagement-at-deutsche-bahn-3764599958?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=t3FBT4jsj2Xn5FjDms9ZEg%3D%3D&position=10&pageNum=3&trk=public_jobs_jserp-result_search-card
78,https://de.linkedin.com/jobs/view/business-analyst-schwerpunkt-accounting-at-odoo-3785673862?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=Dzh2Gj0OL0R%2Fu9X2kJQuJQ%3D%3D&position=11&pageNum=3&trk=public_jobs_jserp-result_search-card
79,https://de.linkedin.com/jobs/view/business-market-analyst-m-w-d-at-abl-solutions-gmbh-3726545406?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=Nk9WtMS5Qq8d2dexEQhhug%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card
80,https://de.linkedin.com/jobs/view/business-analyst-ecommerce-at-lovehoney-group-3790737966?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=nLld%2BxQVcMGHw5Q319KduQ%3D%3D&position=13&pageNum=3&trk=public_jobs_jserp-result_search-card
81,https://de.linkedin.com/jobs/view/business-analyst-application-architect-m-w-d-at-airbus-3728336998?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=gSWLoXDJQf%2Bh6MhDnXtmzA%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card
82,https://de.linkedin.com/jobs/view/business-analyst-in-sales-analytics-d-w-m-at-scout24-gruppe-3763573560?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=h1NJ5D7f3LfTkPzOCk3mVg%3D%3D&position=15&pageNum=3&trk=public_jobs_jserp-result_search-card
83,https://de.linkedin.com/jobs/view/duales-studium-bwl-schwerpunkt-industrie-b-a-bereich-regulierungsmanagement-berlin-at-50hertz-transmission-gmbh-3735308272?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=12zRyZIVwFRErkB2A7AkLA%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card
84,https://de.linkedin.com/jobs/view/werkstudent-m-w-d-wissensmanagement-mit-option-ba-oder-ma-thesis-at-diehl-metall-3642100758?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=sw9DeQDaT%2BOgYY3%2FwJ7Qlw%3D%3D&position=17&pageNum=3&trk=public_jobs_jserp-result_search-card
85,https://de.linkedin.com/jobs/view/duales-studium-b-a-bwl-mit-schwerpunkt-business-sales-in-berlin-2024-at-vodafone-3717095440?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=Kbk9JBNsmJ9ZHAGjHY0wOA%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card
86,https://de.linkedin.com/jobs/view/business-analyst-anforderungsmanager-m-w-d-at-gulp-%E2%80%93-experts-united-3795592813?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=KUHh6%2F%2FSbmPZL%2Fhfn7QaDA%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card
87,https://de.linkedin.com/jobs/view/digital-analyst-m-w-d-at-peak-ace-ag-3794091412?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=hudBNpd8OzUWDWxVHgF5JA%3D%3D&position=21&pageNum=3&trk=public_jobs_jserp-result_search-card
88,https://de.linkedin.com/jobs/view/product-owner-data-product-analyst-m-w-d-business-unit-insurance-at-verivox-gmbh-3773669466?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=Prg19OKdG8HbQIKcZZ9ptA%3D%3D&position=22&pageNum=3&trk=public_jobs_jserp-result_search-card
89,https://de.linkedin.com/jobs/view/data-analyst-power-bi-m-w-d-at-vielfaltmen%C3%BC-gmbh-3799306530?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=7PUu3zYvmfNGCW4afKbIsQ%3D%3D&position=23&pageNum=3&trk=public_jobs_jserp-result_search-card
90,https://de.linkedin.com/jobs/view/online-tracking-analyst-m-f-d-in-berlin-deutschland-at-energy-jobline-3792885087?refId=duDjYqPYlBeSVVBMlNF8DA%3D%3D&trackingId=8YL3eb7u1Lk3aOTsTM8MYQ%3D%3D&position=24&pageNum=3&trk=public_jobs_jserp-result_search-card
91,https://de.linkedin.com/jobs/view/performance-marketing-manager-sea-m-w-d-at-home24-se-3655539781?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=trFvbEKlk%2F50SUR6r39CTg%3D%3D&position=1&pageNum=4&trk=public_jobs_jserp-result_search-card
92,https://de.linkedin.com/jobs/view/duales-studium-b-a-bwl-mit-schwerpunkt-digital-innovation-in-berlin-2024-at-vodafone-3717099303?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=lbY5SI18EY1%2FT%2FpQNgCqcQ%3D%3D&position=2&pageNum=4&trk=public_jobs_jserp-result_search-card
93,https://de.linkedin.com/jobs/view/data-analyst-consumer-marketing-at-lovehoney-group-3805098517?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=oZonw%2BBK41eM%2F5%2BST%2BHdQw%3D%3D&position=3&pageNum=4&trk=public_jobs_jserp-result_search-card
94,https://de.linkedin.com/jobs/view/praktikum-w-m-d-business-research-analysis-at-kpmg-deutschland-3743896490?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=CdR2f6I%2BM%2FW2WwdRRZc34g%3D%3D&position=4&pageNum=4&trk=public_jobs_jserp-result_search-card
95,https://de.linkedin.com/jobs/view/business-analyst-data-ai-life-sciences-w-m-d-at-capgemini-3760808449?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=wZ%2F%2F4A90epWixMueTw2uxA%3D%3D&position=5&pageNum=4&trk=public_jobs_jserp-result_search-card
96,https://de.linkedin.com/jobs/view/businessanalyst-in-m-w-div-at-deutsche-rentenversicherung-bund-3706794548?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=vi6w702X9lArYv6TMgghPg%3D%3D&position=6&pageNum=4&trk=public_jobs_jserp-result_search-card
97,https://de.linkedin.com/jobs/view/online-tracking-analyst-m-w-d-in-berlin-deutschland-at-energy-jobline-3796119627?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=y75xx8LxZtMMhio0mXTOQg%3D%3D&position=7&pageNum=4&trk=public_jobs_jserp-result_search-card
98,https://de.linkedin.com/jobs/view/marketing-analyst-paid-search-m-f-d-at-wayfair-3805304238?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=eIbPg25LM0g%2BxqcxOK86Dw%3D%3D&position=8&pageNum=4&trk=public_jobs_jserp-result_search-card
99,https://de.linkedin.com/jobs/view/duales-studium-wirtschaftspr%C3%BCfung-b-a-2024-at-deloitte-3672941432?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=A80INPJ5aT2Cwo6rn8N4lg%3D%3D&position=9&pageNum=4&trk=public_jobs_jserp-result_search-card
100,https://de.linkedin.com/jobs/view/duales-studium-gesundheitsmanagement-b-a-am-campus-oder-online-at-iu-internationale-hochschule-3802374017?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=bqshC1RkYhfBqLRKo6nJiA%3D%3D&position=10&pageNum=4&trk=public_jobs_jserp-result_search-card
101,https://de.linkedin.com/jobs/view/duales-studium-soziale-arbeit-b-a-am-campus-oder-online-at-iu-internationale-hochschule-3802367345?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=fUKhEr16Xi%2Bkp%2FiBCt5n6Q%3D%3D&position=13&pageNum=4&trk=public_jobs_jserp-result_search-card
102,https://de.linkedin.com/jobs/view/senior-marketing-analyst-d-f-m-at-scout24-gruppe-3763571970?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=hNCAL2KHcMbewclPecVn7Q%3D%3D&position=14&pageNum=4&trk=public_jobs_jserp-result_search-card
103,https://de.linkedin.com/jobs/view/duales-studium-bwl-versicherung-b-a-at-devk-versicherungen-3708928337?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=r7Zjb76lKG9E2WlDLD%2B52g%3D%3D&position=15&pageNum=4&trk=public_jobs_jserp-result_search-card
104,https://de.linkedin.com/jobs/view/business-analyst-schwerpunkt-military-m-w-d-at-bwi-gmbh-3805599625?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=H%2FANJJvU5OPagq1hHPZ6Kw%3D%3D&position=16&pageNum=4&trk=public_jobs_jserp-result_search-card
105,https://de.linkedin.com/jobs/view/business-analyst-low-code-datenbanken-schnittstellenentwicklung-m-w-d-at-workwise-3798700844?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=ytZ6oRVTxnvMX2GHVXjLmQ%3D%3D&position=17&pageNum=4&trk=public_jobs_jserp-result_search-card
106,https://de.linkedin.com/jobs/view/junior-marketing-analyst-all-genders-at-dci-digital-career-institute-3804386488?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=WVTHi3ZT2oSKP9PfRi%2BeRg%3D%3D&position=18&pageNum=4&trk=public_jobs_jserp-result_search-card
107,https://de.linkedin.com/jobs/view/business-data-analyst-sales-customer-temporary-position-d-f-m-at-scout24-gruppe-3758957872?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=OfBKj3rAN0wpiq6K7cQLRQ%3D%3D&position=19&pageNum=4&trk=public_jobs_jserp-result_search-card
108,https://de.linkedin.com/jobs/view/business-analyst-value-added-services-m-w-d-at-verivox-gmbh-3773669435?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=mR8kpQjcS4MEYe%2BdF4su%2BA%3D%3D&position=21&pageNum=4&trk=public_jobs_jserp-result_search-card
109,https://de.linkedin.com/jobs/view/business-analystin-digitalisierung-netzausbau-m-w-d-at-50hertz-transmission-gmbh-3800269580?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=XDE8aTDXxmX%2FnxpJabm4gQ%3D%3D&position=22&pageNum=4&trk=public_jobs_jserp-result_search-card
110,https://de.linkedin.com/jobs/view/market-analyst-research-analyst-m-w-d-at-engel-v%C3%B6lkers-commercial-berlin-3765626226?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=rOluFFwtVe7Dna5Jp1Hj9Q%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card
111,https://de.linkedin.com/jobs/view/business-analyst-product-owner-requirements-engineer-m-w-d-at-cgi-3779594869?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=Jdlt5YxT18mVV6DpVsciLw%3D%3D&position=24&pageNum=4&trk=public_jobs_jserp-result_search-card
112,https://de.linkedin.com/jobs/view/business-analyst-w-m-d-customer-support-center-elternzeitvertretung-befristet-bis-31-10-2024-at-ikea-3800574507?refId=oNPCydOwdlCWwH7I2phW5Q%3D%3D&trackingId=gLU6rbEamfIAq1cXCmNkgA%3D%3D&position=25&pageNum=4&trk=public_jobs_jserp-result_search-card
113,https://de.linkedin.com/jobs/view/senior-marketing-analyst-d-f-m-at-immoscout24-3767071344?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=ODuKiRNerERA0nQr9IDXeQ%3D%3D&position=1&pageNum=5&trk=public_jobs_jserp-result_search-card
114,https://de.linkedin.com/jobs/view/marketing-data-analyst-all-genders-at-justplay-3764333555?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=twxqP1EpESPDlrggt7s9mg%3D%3D&position=2&pageNum=5&trk=public_jobs_jserp-result_search-card
115,https://de.linkedin.com/jobs/view/business-analyst-m-w-d-bei-propotsdam-at-interim-group-3803801300?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=4amMhYfWx83flob86mScnw%3D%3D&position=3&pageNum=5&trk=public_jobs_jserp-result_search-card
116,https://de.linkedin.com/jobs/view/consultant-business-analyst-projektmanager-life-sciences-chemicals-w-m-d-at-capgemini-3616300102?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=Cmfqx797c4GpaNXySZDTbQ%3D%3D&position=4&pageNum=5&trk=public_jobs_jserp-result_search-card
117,https://de.linkedin.com/jobs/view/business-analyst-betriebsmanagement-w-m-d-at-gasag-gruppe-3789436306?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=LnBqPVmRVo8nXdQI%2BFt1Lw%3D%3D&position=5&pageNum=5&trk=public_jobs_jserp-result_search-card
118,https://de.linkedin.com/jobs/view/senior-marketing-analyst-m-f-d-at-contorion-3785684995?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=j3YrdAUGD1jI5mdgIH02oQ%3D%3D&position=6&pageNum=5&trk=public_jobs_jserp-result_search-card
119,https://de.linkedin.com/jobs/view/business-analyst-banking-m-w-d-at-msg-for-banking-ag-3574443223?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=ua%2B09I04Bgz%2F15CJAGR07Q%3D%3D&position=7&pageNum=5&trk=public_jobs_jserp-result_search-card
120,https://de.linkedin.com/jobs/view/marketing-analyst-bangkok-based-relocation-provided-at-agoda-3727085744?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=gFGbhePNbDHv%2BNWGVS2lwQ%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card
121,https://de.linkedin.com/jobs/view/senior-insight-market-research-specialist-de-german-speaking-m-f-d-at-dcmn-3795332729?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=RgObXsNj4rWyCYTotQwZJg%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card
122,https://de.linkedin.com/jobs/view/business-analyst-m-w-d-at-odoo-3784008564?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=ZVaUS1VaX4%2BfMt93boqihQ%3D%3D&position=10&pageNum=5&trk=public_jobs_jserp-result_search-card
123,https://de.linkedin.com/jobs/view/duales-studium-e-commerce-b-a-am-campus-oder-online-at-iu-internationale-hochschule-3802361980?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=tKjOPfTil5lgqC2toc4%2Fug%3D%3D&position=11&pageNum=5&trk=public_jobs_jserp-result_search-card
124,https://de.linkedin.com/jobs/view/junior-digital-analyst-m-w-d-at-peak-ace-ag-3797057707?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=1PH8M09XZndSlnPFTKN%2F8w%3D%3D&position=12&pageNum=5&trk=public_jobs_jserp-result_search-card
125,https://de.linkedin.com/jobs/view/duales-studium-kindheitsp%C3%A4dagogik-b-a-am-campus-oder-online-at-iu-internationale-hochschule-3802368748?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=yM8SVmRG27op%2BIsCqQZHwA%3D%3D&position=14&pageNum=5&trk=public_jobs_jserp-result_search-card
126,https://de.linkedin.com/jobs/view/senior-marketing-analyst-f-m-d-at-gotphoto-com-fotograf-de-3731197233?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=F33vwxgOt6LaOlSJTtrHHw%3D%3D&position=15&pageNum=5&trk=public_jobs_jserp-result_search-card
127,https://de.linkedin.com/jobs/view/cyber-security-solution-specialist-business-analyst-requirements-analysis-change-management-m-f-d-at-workwise-3748612214?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=84qIvvviTZ2Fuu%2FJaw3Yzw%3D%3D&position=16&pageNum=5&trk=public_jobs_jserp-result_search-card
128,https://de.linkedin.com/jobs/view/senior-data-analyst-bi-expert-all-genders-at-primal-state-performance-gmbh-3784021378?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=tBKzpR2tcHBh3Wal6s4%2BCQ%3D%3D&position=17&pageNum=5&trk=public_jobs_jserp-result_search-card
129,https://de.linkedin.com/jobs/view/berater-technology-business-analysis-technology-transformation-w-m-d-at-ey-3706663482?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=9qLwC8UbcbUHZqIvBiv8mQ%3D%3D&position=18&pageNum=5&trk=public_jobs_jserp-result_search-card
130,https://de.linkedin.com/jobs/view/business-analyst-renewables-all-genders-at-saxovent-smart-eco-investments-gmbh-3803170693?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=mcgn096BiIiJTru3%2FUsoUg%3D%3D&position=19&pageNum=5&trk=public_jobs_jserp-result_search-card
131,https://de.linkedin.com/jobs/view/growth-expansion-analyst-w-m-d-at-enpal-montage-gmbh-3775739761?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=xzO9%2FBxOK%2BCW8%2BE2thOQCw%3D%3D&position=20&pageNum=5&trk=public_jobs_jserp-result_search-card
132,https://de.linkedin.com/jobs/view/business-analyst-transmission-systeme-m-w-d-at-bwi-gmbh-3789846466?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=fy43se2hE9em%2FW3jdJ8UGQ%3D%3D&position=22&pageNum=5&trk=public_jobs_jserp-result_search-card
133,https://de.linkedin.com/jobs/view/performance-marketing-manager-sea-%E2%80%93-deutsch-m-w-d-at-home24-se-3790657658?refId=6Xxj7IpWCtVWu8WwdjPbVA%3D%3D&trackingId=f%2BlvVUwDEGKbKfvpANfDYg%3D%3D&position=23&pageNum=5&trk=public_jobs_jserp-result_search-card
